,A,B,C,D1,D2,D3,D4,D5,E1,E2,E3,E4,F11,F12,F13,F14,F21,F22,F23,F24,F25,F26,F31,F32,F33,F34,F35,G,H
1735,15.58,-7.75,E,509,509,,13.32,20.03386,D,0.9498,1.436575,4.32,0,0,0,0,0.786169015856155,0.786169015856155,2.22932199181946,700,23.6,91,,,,,,7,D
1736,10.25,-9.88,E,509,509,,5.65,20.11118,D,0.9594,1.46789,4.62,0,0,0,0,0.783146488669486,0.783146488669486,1.9130402118366,700,23.6,91,,,,,,7,D
1737,9.56,-11.54,E,509,509,,11.34,20.21108,D,0.969,1.499205,4.92,0,0,0,0,0.779275526097566,0.779275526097566,1.59722611652882,700,23.6,91,,,,,,7,D
1738,9.95,-11.5,E,509,509,,16.45,20.32976,D,0.9786,1.53052,5.22,0,0,0,0,0.774726312558535,0.774726312558535,1.28222532686876,700,23.6,91,,,,,,7,D
1739,10.6,-10.57,E,509,509,,14.6,20.416,D,0.9882,1.561835,5.52,0,0,0,0,0.771453761755486,0.771453761755486,0.968831469725078,700,23.6,91,,,,,,7,D
1740,14.36,-9.19,E,509,509,,17.44,20.48647,D,0.997799999999999,1.59315,5.82,0,0,0,0,0.76880009098688,0.76880009098688,0.659339935783983,700,23.6,91,,,,,,7,D
1741,14.2,-8.18,E,509,509,,14.8,20.56073,D,1.0074,1.624465,6.12,0,0,0,0,0.766023385356454,0.766023385356454,0.363848857952874,700,23.6,91,,,,,,7,D
1742,15.04,-6.32,E,509,509,,12.36,20.68661,D,1.017,1.65578,6.42,0,0,0,0,0.761362059805836,0.761362059805836,0.177777777777778,700,23.6,91,,,,,,7,D
1743,15.91,-4.9,E,509,509,,17.49,20.78702,D,1.0266,1.687095,6.72,0,0,0,0,0.757684362645536,0.757684362645536,0.177777777777778,700,23.6,91,,,,,,7,D
1744,18.57,-4.93,E,509,509,,16.63,20.92463,D,1.0362,1.71841,7.02,0,0,0,0,0.752701481459887,0.752701481459887,0.177777777777778,700,23.6,91,,,,,,7,D
1745,18.12,-8.15,E,509,509,,14.18,20.93357,D,1.0458,1.749725,7.32,0,0,0,0,0.752380028824515,0.752380028824515,0.177777777777778,700,23.6,91,,,,,,7,D
1746,14.39,-6.49,E,509,509,,12.91,21.05024,D,1.0554,1.78104,7.62,0,0,0,0,0.74820999665562,0.74820999665562,0.177777777777778,700,23.6,91,,,,,,7,D
1747,14.66,-5.42,E,509,509,,12.34,21.138,D,1.065,1.812355,7.92,0,0,0,0,0.745103604882203,0.745103604882203,0.177777777777778,700,23.6,91,,,,,,7,D
1748,11.77,-5.67,E,509,509,,12.43,21.2326,D,1.0746,1.84367,8.22,0,0,0,0,0.741783860667087,0.741783860667087,0.363848857952874,700,23.6,91,,,,,,7,D
1749,9.51,-5.31,E,509,509,,16.09,21.32429,D,1.0842,1.874985,8.52,0,0,0,0,0.738594344758958,0.738594344758958,0.659339935783983,700,23.6,91,,,,,,7,D
1750,9.03,-5.01,E,509,509,,13.47,21.41423,D,1.089,1.8906425,8.67,0,0,0,0,0.735492240440119,0.735492240440119,0.968831469725078,700,23.6,91,,,,,,7,D
1751,6.77,-4.7,E,509,509,,11.93,21.50417,D,1.0938,1.9063,8.82,0,0,0,0,0.732416084880281,0.732416084880281,1.28222532686876,700,23.6,91,,,,,,7,D
1752,7.86,-4.55,E,509,509,,18.14,21.7042,D,1.1034,1.937615,9.12,0,0,0,0,0.725666000129007,0.725666000129007,1.9130402118366,700,23.6,91,,,,,,7,D
1753,7.86,-5.05,E,509,509,,15.14,21.88017,D,1.113,1.96893,9.42,0,0,0,0,0.719829873351075,0.719829873351075,2.54589715829999,700,23.6,91,,,,,,7,D
1754,8.53,-5.5,E,509,509,,19.67,22.085,D,1.1226,2.000245,9.72,0,0,0,0,0.713153724247227,0.713153724247227,3.17957705591045,700,23.6,91,,,,,,7,D
1755,8.81,-4.91,E,509,509,,15.69,22.26605,D,1.1322,2.03156,10.02,0,0,0,0,0.707354919260489,0.707354919260489,3.81366970169159,700,23.6,91,,,,,,7,D
1756,9.12,-4.24,E,509,509,,14.78,22.46062,D,1.1418,2.062875,10.32,0,0,0,0,0.701227303609607,0.701227303609607,4.44799857891442,700,23.6,91,,,,,,7,D
1757,7.53,-3.72,E,509,509,,24.47,22.57805,D,1.1514,2.09419,10.62,0,0,0,0,0.697580171892612,0.697580171892612,5.08247523828154,700,23.6,91,,,,,,7,D
1758,6.7,-3.71,E,509,509,,20.4,22.77278,D,1.161,2.125505,10.92,0,0,0,0,0.691615165122572,0.691615165122572,5.71705047754184,700,23.6,91,,,,,,7,D
1759,4.76,-3.34,E,509,509,,18.14,22.9514,D,1.1706,2.15682,11.22,0,0,0,0,0.686232648117326,0.686232648117326,6.35169475046415,700,23.6,91,,,,,,7,D
1760,0.04,0.9,A,411,411,,27.76,18.79935,D,0.878,1.24305,2.75,0,0,0,0,0.837794923760662,0.837794923760662,7.55642251928765,700,23.6,91,,,,,,7,D
1761,6.99,-4.77,A,411,411,,12.41,18.78634,D,0.882,1.2492,2.76,0,0,0,0,0.838375117239441,0.838375117239441,6.99025705003746,700,23.6,91,,,,,,7,D
1762,7.25,-4.34,B,411,411,,12.15,18.8627,D,0.886,1.25535,2.77,0,0,0,0,0.834981206296023,0.834981206296023,6.425023516353,700,23.6,91,,,,,,7,D
1763,8.79,-2.56,B,411,411,,16.41,18.986315,D,0.89,1.2615,2.79,0,0,0,0,0.829544859020826,0.829544859020826,5.79841074307233,700,23.6,91,,,,,,7,D
1764,6.69,-1.88,E,411,411,,10.31,19.1781,D,0.894,1.26765,2.8,0,0,0,0,0.821249237411422,0.821249237411422,5.17382407222745,700,23.6,91,,,,,,7,D
1765,5.11,-1.69,E,411,411,,9.39,19.263605,D,0.898,1.2738,2.81,0,0,0,0,0.817603973918693,0.817603973918693,4.55209757591376,700,23.6,91,,,,,,7,D
1766,6.61,-1.91,E,411,411,,13.99,19.37397,D,0.9018,1.28,2.82,0,0,0,0,0.812946443088329,0.812946443088329,4.24270007250876,700,23.6,91,,,,,,7,D
1767,6.11,-1.6,E,411,411,,12.69,19.486185,D,0.9114,1.311315,3.12,0,0,0,0,0.808264932309736,0.808264932309736,3.93458734509931,700,23.6,91,,,,,,7,D
1768,6.53,-2.26,E,411,411,,14.07,19.571245,D,0.921,1.34263,3.42,0,0,0,0,0.804752073769451,0.804752073769451,3.6280867345599,700,23.6,91,,,,,,7,D
1769,5.77,-1.47,E,411,411,,11.83,19.66985,D,0.9306,1.373945,3.72,0,0,0,0,0.800717849907345,0.800717849907345,3.32364427053911,700,23.6,91,,,,,,7,D
1770,7.94,-1.94,E,411,411,,11.66,19.763025,D,0.9402,1.40526,4.02,0,0,0,0,0.796942775713738,0.796942775713738,3.02188206702534,700,23.6,91,,,,,,7,D
1771,8.36,-1.39,E,411,411,,14.24,19.850525,D,0.9498,1.436575,4.32,0,0,0,0,0.79342989669039,0.79342989669039,2.72369112111767,700,23.6,91,,,,,,7,D
1772,7.69,-0.85,E,411,411,,16.11,19.953025,D,0.9594,1.46789,4.62,0,0,0,0,0.789353995196217,0.789353995196217,2.43038629148231,700,23.6,91,,,,,,7,D
1773,8.17,-1.07,E,411,411,,20.93,20.058,D,0.969,1.499205,4.92,0,0,0,0,0.7852228537242,0.7852228537242,2.14397384189245,700,23.6,91,,,,,,7,D
1774,9.6,-1.33,E,411,411,,13.5,20.142395,D,0.9786,1.53052,5.22,0,0,0,0,0.781932833707213,0.781932833707213,1.86762743874066,700,23.6,91,,,,,,7,D
1775,8.2,-0.97,E,411,411,,13,20.3359,D,0.9882,1.561835,5.52,0,0,0,0,0.774492400139654,0.774492400139654,1.60654995922286,700,23.6,91,,,,,,7,D
1776,8.52,-0.68,E,411,411,,9.48,20.43417,D,0.997799999999999,1.59315,5.82,0,0,0,0,0.770767787485374,0.770767787485374,1.36950188000781,700,23.6,91,,,,,,7,D
1777,7.7,-0.77,E,411,411,,14.3,20.53305,D,1.0074,1.624465,6.12,0,0,0,0,0.767056038922615,0.767056038922615,1.17116614258392,700,23.6,91,,,,,,7,D
1778,7.14,0.18,E,411,411,,11.16,20.63118,D,1.017,1.65578,6.42,0,0,0,0,0.763407618953448,0.763407618953448,1.03406333173983,700,23.6,91,,,,,,7,D
1779,8.39,0.48,E,411,411,,17.71,20.738025,D,1.0266,1.687095,6.72,0,0,0,0,0.75947444368497,0.75947444368497,0.984126984126984,700,23.6,91,,,,,,7,D
1780,8.91,0.94,E,411,411,,17.99,20.85224,D,1.0362,1.71841,7.02,0,0,0,0,0.755314536951426,0.755314536951426,0.984126984126984,700,23.6,91,,,,,,7,D
1781,8.35,1.32,E,411,411,,13.65,20.93608,D,1.0458,1.749725,7.32,0,0,0,0,0.752289826939905,0.752289826939905,0.984126984126984,700,23.6,91,,,,,,7,D
1782,8.95,0.65,E,411,411,,19.45,21.046355,D,1.0554,1.78104,7.62,0,0,0,0,0.748348110634834,0.748348110634834,0.984126984126984,700,23.6,91,,,,,,7,D
1783,8.73,1.41,E,411,411,,15.97,21.1322,D,1.065,1.812355,7.92,0,0,0,0,0.745308108005792,0.745308108005792,0.984126984126984,700,23.6,91,,,,,,7,D
1784,6.66,1.47,E,411,411,,19.84,21.223975,D,1.0746,1.84367,8.22,0,0,0,0,0.742085306828716,0.742085306828716,0.984126984126984,700,23.6,91,,,,,,7,D
1785,6.9,1.64,E,411,411,,22,21.323295,D,1.0842,1.874985,8.52,0,0,0,0,0.738628809478085,0.738628809478085,0.984126984126984,700,23.6,91,,,,,,7,D
1786,5.56,1.92,E,411,411,,34.54,21.427445,D,1.089,1.8906425,8.67,0,0,0,0,0.735038638531099,0.735038638531099,1.03406333173983,700,23.6,91,,,,,,7,D
1787,5.5,2.39,E,411,411,,22.4,21.6030475,D,1.0986,1.9219575,8.97,0,0,0,0,0.729063804539614,0.729063804539614,1.36950188000781,700,23.6,91,,,,,,7,D
1788,4.88,2.57,E,411,411,,16.62,21.7817975,D,1.1082,1.9532725,9.27,0,0,0,0,0.723080820120562,0.723080820120562,1.86762743874066,700,23.6,91,,,,,,7,D
1789,4.06,2.48,E,411,411,,19.74,21.9719425,D,1.1178,1.9845875,9.57,0,0,0,0,0.716823284969001,0.716823284969001,2.43038629148231,700,23.6,91,,,,,,7,D
1790,3.88,2.49,E,411,411,,14.32,22.142995,D,1.1274,2.0159025,9.87,0,0,0,0,0.711285894252336,0.711285894252336,3.02188206702534,700,23.6,91,,,,,,7,D
1791,4.2,2.49,E,411,411,,22.3,22.32051,D,1.137,2.0472175,10.17,0,0,0,0,0.705629038046174,0.705629038046174,3.6280867345599,700,23.6,91,,,,,,7,D
1792,3.28,2.39,E,411,411,,12.72,22.5041475,D,1.1466,2.0785325,10.47,0,0,0,0,0.699870990447428,0.699870990447428,4.24270007250876,700,23.6,91,,,,,,7,D
1793,3.47,2.57,E,411,411,,18.63,22.68279,D,1.1562,2.1098475,10.77,0,0,0,0,0.694359027262519,0.694359027262519,4.86253461502724,700,23.6,91,,,,,,7,D
1794,3.52,2.6,E,411,411,,4.08,22.8648525,D,1.1658,2.1411625,11.07,0,0,0,0,0.688830159739714,0.688830159739714,5.48582083964711,700,23.6,91,,,,,,7,D
1795,3.16,2.6,E,411,411,,18.34,23.0684275,D,1.1753,2.17291,11.38,0,0,0,0,0.682751349219621,0.682751349219621,6.11150277038069,700,23.6,91,,,,,,7,D
1796,-1.5,1.36,A,691,691,,4.6,18.80509,D,0.878,1.24305,2.75,0,0,0,0,0.914645981486927,0.914645981486927,3.52808786769311,12000,18.5,182,,,,,,8,D
1797,-0.3,1.29,A,691,691,,1.9,18.82283,D,0.882,1.2492,2.76,0,0,0,0,0.913783952784995,0.913783952784995,2.92378859550701,12000,18.5,182,,,,,,8,D
1798,-0.2,1.56,B,691,691,,12.3,18.95284,D,0.886,1.25535,2.77,0,0,0,0,0.907515707408494,0.907515707408494,2.26744186046512,12000,18.5,182,,,,,,8,D
1799,0.8,2.91,B,691,691,,18.3,19.09894,D,0.89,1.2615,2.79,0,0,0,0,0.900573539683354,0.900573539683354,1.64546182535871,12000,18.5,182,,,,,,8,D
1800,3.2,4.73,E,691,691,,29.1,19.27343,D,0.894,1.26765,2.8,0,0,0,0,0.892420290524313,0.892420290524313,1.11682399490108,12000,18.5,182,,,,,,8,D
1801,2,5.34,E,691,691,,14.4,19.40877,D,0.898,1.2738,2.81,0,0,0,0,0.886197322138394,0.886197322138394,0.872093023255814,12000,18.5,182,,,,,,8,D
1802,4.8,5.99,E,691,691,,9.9,19.61538,D,0.9018,1.28,2.82,0,0,0,0,0.876862951418734,0.876862951418734,0.872093023255814,12000,18.5,182,,,,,,8,D
1803,4.9,5.84,E,691,691,,6.4,19.68296,D,0.9114,1.311315,3.12,0,0,0,0,0.873852306766868,0.873852306766868,0.872093023255814,12000,18.5,182,,,,,,8,D
1804,3.3,6.03,E,691,691,,13.7,19.73193,D,0.921,1.34263,3.42,0,0,0,0,0.871683611283843,0.871683611283843,0.872093023255814,12000,18.5,182,,,,,,8,D
1805,6.4,7.03,E,691,691,,19.6,19.85904,D,0.9306,1.373945,3.72,0,0,0,0,0.866104303128449,0.866104303128449,0.872093023255814,12000,18.5,182,,,,,,8,D
1806,8.4,8.04,E,691,691,,20.3,19.9683,D,0.9402,1.40526,4.02,0,0,0,0,0.86136526394335,0.86136526394335,0.872093023255814,12000,18.5,182,,,,,,8,D
1807,6.6,8.24,E,691,691,,28.9,20.03386,D,0.9498,1.436575,4.32,0,0,0,0,0.858546480807992,0.858546480807992,0.872093023255814,12000,18.5,182,,,,,,8,D
1808,9.1,7.57,E,691,691,,15.9,20.11118,D,0.9594,1.46789,4.62,0,0,0,0,0.855245689213661,0.855245689213661,0.872093023255814,12000,18.5,182,,,,,,8,D
1809,5,8.05,E,691,691,,20.9,20.21108,D,0.969,1.499205,4.92,0,0,0,0,0.851018352309723,0.851018352309723,0.872093023255814,12000,18.5,182,,,,,,8,D
1810,7.8,8.24,E,691,691,,26.4,20.32976,D,0.9786,1.53052,5.22,0,0,0,0,0.846050322286146,0.846050322286146,0.872093023255814,12000,18.5,182,,,,,,8,D
1811,10.6,8.52,E,691,691,,25.2,20.416,D,0.9882,1.561835,5.52,0,0,0,0,0.842476489028213,0.842476489028213,0.872093023255814,12000,18.5,182,,,,,,8,D
1812,9.6,8.39,E,691,691,,31.8,20.48647,D,0.997799999999999,1.59315,5.82,0,0,0,0,0.839578512061863,0.839578512061863,0.872093023255814,12000,18.5,182,,,,,,8,D
1813,9,8.5,E,691,691,,29,20.56073,D,1.0074,1.624465,6.12,0,0,0,0,0.836546173214667,0.836546173214667,0.872093023255814,12000,18.5,182,,,,,,8,D
1814,9.6,8.16,E,691,691,,27.4,20.68661,D,1.017,1.65578,6.42,0,0,0,0,0.831455709756214,0.831455709756214,0.872093023255814,12000,18.5,182,,,,,,8,D
1815,7.5,8.15,E,691,691,,33.4,20.78702,D,1.0266,1.687095,6.72,0,0,0,0,0.827439430952585,0.827439430952585,0.872093023255814,12000,18.5,182,,,,,,8,D
1816,6.9,7.19,E,691,691,,35.2,20.92463,D,1.0362,1.71841,7.02,0,0,0,0,0.821997808324448,0.821997808324448,0.872093023255814,12000,18.5,182,,,,,,8,D
1817,4.8,5.93,E,691,691,,32.3,20.93357,D,1.0458,1.749725,7.32,0,0,0,0,0.82164676163693,0.82164676163693,0.872093023255814,12000,28.8,182,,,,,,8,D
1818,4.8,6.7,E,691,691,,27.3,21.05024,D,1.0554,1.78104,7.62,0,0,0,0,0.81709282174455,0.81709282174455,0.872093023255814,12000,28.8,182,,,,,,8,D
1819,2.8,5.44,E,691,691,,27,21.138,D,1.065,1.812355,7.92,0,0,0,0,0.813700444696755,0.813700444696755,0.872093023255814,12000,28.8,182,,,,,,8,D
1820,3.1,5.79,E,691,691,,24.2,21.2326,D,1.0746,1.84367,8.22,0,0,0,0,0.810075073236438,0.810075073236438,0.872093023255814,12000,28.8,182,,,,,,8,D
1821,3,5.51,E,691,691,,25.6,21.32429,D,1.0842,1.874985,8.52,0,0,0,0,0.806591919355814,0.806591919355814,0.939272931476948,12000,28.8,182,,,,,,8,D
1822,2.3,5.44,E,691,691,,22.5,21.41423,D,1.089,1.8906425,8.67,0,0,0,0,0.803204224480637,0.803204224480637,1.11682399490108,12000,28.8,182,,,,,,8,D
1823,4,5.36,E,691,691,,18.7,21.50417,D,1.0938,1.9063,8.82,0,0,0,0,0.799844867297831,0.799844867297831,1.36225285044884,12000,28.8,182,,,,,,8,D
1824,1.8,6.06,E,691,691,,26,21.7042,D,1.1034,1.937615,9.12,0,0,0,0,0.79247334617263,0.79247334617263,1.9500592827033,12000,28.8,182,,,,,,8,D
1825,1.8,5.85,E,691,691,,23,21.88017,D,1.113,1.96893,9.42,0,0,0,0,0.786099925183397,0.786099925183397,2.59291896755555,12000,28.8,182,,,,,,8,D
1826,2.6,5.79,E,691,691,,28.2,22.085,D,1.1226,2.000245,9.72,0,0,0,0,0.778809146479511,0.778809146479511,3.25840843469815,12000,28.8,182,,,,,,8,D
1827,0.4,6.04,E,691,691,,24.5,22.26605,D,1.1322,2.03156,10.02,0,0,0,0,0.772476483255899,0.772476483255899,3.93506308349249,12000,18.5,182,,,,,,8,D
1828,1.4,5.89,E,691,691,,23.9,22.46062,D,1.1418,2.062875,10.32,0,0,0,0,0.765784737910173,0.765784737910173,4.61797754472339,12000,18.5,182,,,,,,8,D
1829,0.9,5.62,E,691,691,,32,22.57805,D,1.1514,2.09419,10.62,0,0,0,0,0.761801838511297,0.761801838511297,5.30473476479496,12000,18.5,182,,,,,,8,D
1830,-0.2,5.53,E,691,691,,27.1,22.77278,D,1.161,2.125505,10.92,0,0,0,0,0.755287672387824,0.755287672387824,5.99401405026962,12000,18.5,182,,,,,,8,D
1831,1.5,5.51,E,691,691,,22.9,22.9514,D,1.1706,2.15682,11.22,0,0,0,0,0.749409622070985,0.749409622070985,6.68503531281516,12000,18.5,182,,,,,,8,D
1832,0.8,0.49,A,593,593,,27.8,18.79935,D,0.878,1.24305,2.75,0,0,0,0,0.914925250075135,0.914925250075135,4.0331617865832,12000,18.5,182,,,,,,8,D
1833,1,-2.1,A,593,593,,19.4,18.78634,D,0.882,1.2492,2.76,0,0,0,0,0.915558858191643,0.915558858191643,3.46656458729075,12000,18.5,182,,,,,,8,D
1834,2,-0.18,B,593,593,,19.4,18.8627,D,0.886,1.25535,2.77,0,0,0,0,0.911852491955022,0.911852491955022,2.92511203577737,12000,18.5,182,,,,,,8,D
1835,1.5,0.31,B,593,593,,25.2,18.986315,D,0.89,1.2615,2.79,0,0,0,0,0.905915655565601,0.905915655565601,2.37398038231103,12000,18.5,182,,,,,,8,D
1836,3.6,1.43,E,593,593,,17,19.1781,D,0.894,1.26765,2.8,0,0,0,0,0.896856310061998,0.896856310061998,1.92062085745632,12000,18.5,182,,,,,,8,D
1837,3.6,1.58,E,593,593,,14.5,19.263605,D,0.898,1.2738,2.81,0,0,0,0,0.892875450882636,0.892875450882636,1.64781227369673,12000,18.5,182,,,,,,8,D
1838,2.4,1.95,E,593,593,,20.6,19.37397,D,0.9018,1.28,2.82,0,0,0,0,0.887789131499636,0.887789131499636,1.61046511627907,12000,18.5,182,,,,,,8,D
1839,4,2.28,E,593,593,,18.8,19.486185,D,0.9114,1.311315,3.12,0,0,0,0,0.882676624490633,0.882676624490633,1.61046511627907,12000,18.5,182,,,,,,8,D
1840,5.6,1.79,E,593,593,,20.6,19.571245,D,0.921,1.34263,3.42,0,0,0,0,0.878840359926004,0.878840359926004,1.61046511627907,12000,18.5,182,,,,,,8,D
1841,8,1.82,E,593,593,,17.6,19.66985,D,0.9306,1.373945,3.72,0,0,0,0,0.874434731327387,0.874434731327387,1.61046511627907,12000,18.5,182,,,,,,8,D
1842,6.2,1.25,E,593,593,,19.6,19.763025,D,0.9402,1.40526,4.02,0,0,0,0,0.870312110620717,0.870312110620717,1.61046511627907,12000,18.5,182,,,,,,8,D
1843,6.6,1.87,E,593,593,,22.6,19.850525,D,0.9498,1.436575,4.32,0,0,0,0,0.866475823687283,0.866475823687283,1.61046511627907,12000,18.5,182,,,,,,8,D
1844,7.9,2.91,E,593,593,,23.8,19.953025,D,0.9594,1.46789,4.62,0,0,0,0,0.86202468046825,0.86202468046825,1.61046511627907,12000,18.5,182,,,,,,8,D
1845,9.7,2.6,E,593,593,,29.1,20.058,D,0.969,1.499205,4.92,0,0,0,0,0.85751321168611,0.85751321168611,1.61046511627907,12000,18.5,182,,,,,,8,D
1846,6.8,3.12,E,593,593,,23.1,20.142395,D,0.9786,1.53052,5.22,0,0,0,0,0.853920300937401,0.853920300937401,1.61046511627907,12000,18.5,182,,,,,,8,D
1847,7.3,3.1,E,593,593,,21.2,20.3359,D,0.9882,1.561835,5.52,0,0,0,0,0.845794875073146,0.845794875073146,1.61046511627907,12000,18.5,182,,,,,,8,D
1848,7.7,3.29,E,593,593,,18,20.43417,D,0.997799999999999,1.59315,5.82,0,0,0,0,0.841727361571329,0.841727361571329,1.61046511627907,12000,18.5,182,,,,,,8,D
1849,7.8,3.51,E,593,593,,22,20.53305,D,1.0074,1.624465,6.12,0,0,0,0,0.837673896474221,0.837673896474221,1.61046511627907,12000,18.5,182,,,,,,8,D
1850,7.3,3.82,E,593,593,,18.3,20.63118,D,1.017,1.65578,6.42,0,0,0,0,0.833689590222178,0.833689590222178,1.61046511627907,12000,18.5,182,,,,,,8,D
1851,6,3.86,E,593,593,,26.1,20.738025,D,1.0266,1.687095,6.72,0,0,0,0,0.829394313103586,0.829394313103586,1.61046511627907,12000,18.5,182,,,,,,8,D
1852,5.5,3.7,E,593,593,,26.9,20.85224,D,1.0362,1.71841,7.02,0,0,0,0,0.824851430829494,0.824851430829494,1.61046511627907,12000,18.5,182,,,,,,8,D
1853,4.5,3.64,E,593,593,,22,20.93608,D,1.0458,1.749725,7.32,0,0,0,0,0.821548255451832,0.821548255451832,1.61046511627907,12000,18.5,182,,,,,,8,D
1854,3,3.21,E,593,593,,28.4,21.046355,D,1.0554,1.78104,7.62,0,0,0,0,0.817243650978994,0.817243650978994,1.61046511627907,12000,28.8,182,,,,,,8,D
1855,3.8,3.49,E,593,593,,24.7,21.1322,D,1.065,1.812355,7.92,0,0,0,0,0.813923775092039,0.813923775092039,1.61046511627907,12000,28.8,182,,,,,,8,D
1856,3.7,3.54,E,593,593,,26.5,21.223975,D,1.0746,1.84367,8.22,0,0,0,0,0.810404271584376,0.810404271584376,1.61046511627907,12000,28.8,182,,,,,,8,D
1857,2.9,3.24,E,593,593,,28.9,21.323295,D,1.0842,1.874985,8.52,0,0,0,0,0.806629557017337,0.806629557017337,1.61046511627907,12000,28.8,182,,,,,,8,D
1858,3.7,3.11,E,593,593,,40.1,21.427445,D,1.089,1.8906425,8.67,0,0,0,0,0.802708862395866,0.802708862395866,1.64781227369673,12000,28.8,182,,,,,,8,D
1859,1.9,2.91,E,593,593,,27.9,21.6030475,D,1.0986,1.9219575,8.97,0,0,0,0,0.796183964322626,0.796183964322626,1.92062085745632,12000,28.8,182,,,,,,8,D
1860,1.2,2.92,E,593,593,,21.5,21.7817975,D,1.1082,1.9532725,9.27,0,0,0,0,0.789650165464994,0.789650165464994,2.37398038231103,12000,28.8,182,,,,,,8,D
1861,1.2,2.92,E,593,593,,23.8,21.9719425,D,1.1178,1.9845875,9.57,0,0,0,0,0.782816539775671,0.782816539775671,2.92511203577737,12000,28.8,182,,,,,,8,D
1862,0.5,2.72,E,593,593,,18.2,22.142995,D,1.1274,2.0159025,9.87,0,0,0,0,0.776769357532709,0.776769357532709,3.52849503001667,12000,28.8,182,,,,,,8,D
1863,0.9,2.12,E,593,593,,26.5,22.32051,D,1.137,2.0472175,10.17,0,0,0,0,0.770591711390107,0.770591711390107,4.16146285825138,12000,28.8,182,,,,,,8,D
1864,0.8,1.89,E,593,593,,16,22.5041475,D,1.1466,2.0785325,10.47,0,0,0,0,0.764303557821952,0.764303557821952,4.81235579037022,12000,18.5,182,,,,,,8,D
1865,-0.4,2.33,E,593,593,,22.1,22.68279,D,1.1562,2.1098475,10.77,0,0,0,0,0.758284144058116,0.758284144058116,5.47478424911562,12000,18.5,182,,,,,,8,D
1866,0.3,2.27,E,593,593,,7.6,22.8648525,D,1.1658,2.1411625,11.07,0,0,0,0,0.752246269684005,0.752246269684005,6.14501880260508,12000,18.5,182,,,,,,8,D
1867,0.6,1.85,E,593,593,,21.5,23.0684275,D,1.1753,2.17291,11.38,0,0,0,0,0.74560782263984,0.74560782263984,6.82075866624278,12000,18.5,182,,,,,,8,D
1868,1.3,-1.82,A,900,900,,3.1,18.80509,D,0.878,1.24305,2.75,0,0,0,0,0.837539198163901,0.837539198163901,3.73756374073398,1400,31.5,209,,,,,,9,D
1869,1,-0.77,A,900,900,,1.6,18.82283,D,0.882,1.2492,2.76,0,0,0,0,0.83674984048626,0.83674984048626,3.05279982928492,1400,31.5,209,,,,,,9,D
1870,0.4,1.39,B,900,900,,12.1,18.95284,D,0.886,1.25535,2.77,0,0,0,0,0.831010022772313,0.831010022772313,2.29261744174425,1400,31.5,209,,,,,,9,D
1871,1.3,2.55,B,900,900,,19.1,19.09894,D,0.89,1.2615,2.79,0,0,0,0,0.824653095930978,0.824653095930978,1.53414484424523,1400,31.5,209,,,,,,9,D
1872,2.8,4.25,E,900,900,,32.3,19.27343,D,0.894,1.26765,2.8,0,0,0,0,0.817187184637089,0.817187184637089,0.782370631149174,1400,31.5,209,,,,,,9,D
1873,4.2,6.04,E,900,900,,16.4,19.40877,D,0.898,1.2738,2.81,0,0,0,0,0.811488826958122,0.811488826958122,0.177777777777778,1400,31.5,209,,,,,,9,D
1874,4.3,6.29,E,900,900,,14.7,19.61538,D,0.9018,1.28,2.82,0,0,0,0,0.802941365397968,0.802941365397968,0.177777777777778,1400,31.5,209,,,,,,9,D
1875,4.4,6.14,E,900,900,,11.3,19.68296,D,0.9114,1.311315,3.12,0,0,0,0,0.800184525091754,0.800184525091754,0.177777777777778,1400,31.5,209,,,,,,9,D
1876,5,5.49,E,900,900,,17,19.73193,D,0.921,1.34263,3.42,0,0,0,0,0.798198655681426,0.798198655681426,0.177777777777778,1400,31.5,209,,,,,,9,D
1877,5,5.22,E,900,900,,26,19.85904,D,0.9306,1.373945,3.72,0,0,0,0,0.793089696178667,0.793089696178667,0.177777777777778,1400,31.5,209,,,,,,9,D
1878,5,5.62,E,900,900,,28.7,19.9683,D,0.9402,1.40526,4.02,0,0,0,0,0.788750169017893,0.788750169017893,0.177777777777778,1400,31.5,209,,,,,,9,D
1879,6.1,5.88,E,900,900,,35.5,20.03386,D,0.9498,1.436575,4.32,0,0,0,0,0.786169015856155,0.786169015856155,0.177777777777778,1400,31.5,209,,,,,,9,D
1880,4.8,6.88,E,900,900,,25,20.11118,D,0.9594,1.46789,4.62,0,0,0,0,0.783146488669486,0.783146488669486,0.177777777777778,1400,31.5,209,,,,,,9,D
1881,6.4,6.86,E,900,900,,25.9,20.21108,D,0.969,1.499205,4.92,0,0,0,0,0.779275526097566,0.779275526097566,0.177777777777778,1400,31.5,209,,,,,,9,D
1882,5.9,7.2,E,900,900,,34.2,20.32976,D,0.9786,1.53052,5.22,0,0,0,0,0.774726312558535,0.774726312558535,0.177777777777778,1400,31.5,209,,,,,,9,D
1883,5.6,7.64,E,900,900,,35.8,20.416,D,0.9882,1.561835,5.52,0,0,0,0,0.771453761755486,0.771453761755486,0.177777777777778,1400,31.5,209,,,,,,9,D
1884,3,7.34,E,900,900,,41.4,20.48647,D,0.997799999999999,1.59315,5.82,0,0,0,0,0.76880009098688,0.76880009098688,0.177777777777778,1400,31.5,209,,,,,,9,D
